"","average_distances"
"852",249.167731740965
"853",258.146013394875
"854",257.866728410991
"855",272.048251162
"856",293.491970152607
"857",273.136906725255
"858",255.860127713812
"859",227.352379531181
"860",251.011091441102
"861",242.208899112379
"862",234.143503622545
"863",276.918891510214
"864",297.731100436109
"865",282.62358859233
"866",282.600757801488
"867",262.138529203639
"868",271.594605922257
"869",255.961440334014
"870",240.222602555756
"871",257.757930860061
"872",269.266831667892
"873",241.821217874868
"874",255.791104453732
"875",255.791104453732
"876",284.481378100128
"877",260.403008183688
"878",245.955583972194
"879",245.955583972194
"880",242.200402230411
"881",242.200402230411
"882",224.020491118721
"883",233.479067176634
"884",217.745458386867
"885",221.502159870213
"886",238.125970651459
"887",253.065155215893
"888",231.08732037469
"889",218.451791747262
"890",237.14612008595
"891",242.347123119658
"892",262.387479266954
"893",247.616783296812
"894",246.208531294359
"895",234.874169231199
"896",242.387945831394
"897",270.05496150815
"898",246.635399500502
"899",221.177929393822
"900",245.650236460079
"901",267.99277030919
"902",267.99277030919
"903",267.99277030919
"904",267.819066175109
"905",258.666773131838
"906",258.666773131838
"907",261.909478869291
"908",298.956599131753
"909",267.923497825827
"910",256.574593254725
"911",285.436530080175
"912",307.428847346529
"913",290.825713478818
"914",281.288565428219
"915",241.811083321616
"916",217.579717372735
"917",205.857587117296
"918",223.037511086069
"919",219.222680105681
"920",212.267896592301
"921",214.469710922534
"922",222.38172511723
"923",217.460594644284
"924",214.550037856536
"925",229.92790827528
"926",230.145115803923
"927",228.512678507482
"928",212.106984575785
"929",231.466337493069
"930",252.467346962994
"931",252.467346962994
"932",262.562441139045
"933",267.853129444456
"934",278.230831053504
"935",302.261154530219
"936",302.349229937902
"937",293.460530503607
"938",302.110238841909
"939",299.271904487485
"940",266.244415794383
"941",257.59794671932
"942",289.014466819369
"943",289.014466819369
"944",301.16370560373
"945",301.16370560373
"946",282.106879268076
"947",265.294332502589
"948",246.697703940247
"949",256.402913839627
"950",255.632752845232
"951",242.150982358627
"952",251.067264224954
"953",227.445740603895
"954",262.448789726132
"955",260.929580365131
"956",260.929580365131
"957",214.268015888322
"958",264.852764038109
"959",258.124977489614
"960",252.471071395522
"961",256.248414420158
"962",210.08347113417
"963",249.841692926834
"964",276.8231650735
"965",267.981129924506
"966",267.981129924506
"967",298.273419596061
"968",298.273419596061
"969",322.173965811876
"970",295.886633519611
"971",285.542843861082
"972",282.120681468764
"973",263.950123723246
"974",250.05645238465
"975",271.671303970316
"976",243.133810136446
"977",235.872195351407
"978",235.872195351407
"979",249.187524079108
"980",229.549750643121
"981",252.702289140548
"982",261.520756367868
"983",228.332218204904
"984",183.807131525498
"985",219.82545339846
"986",251.461273800053
"987",256.198024817416
"988",262.072531253659
"989",260.489817270495
"990",225.160382106416
"991",241.598016756863
"992",234.730670421543
"993",263.523780259224
"994",256.067310578514
"995",248.404309363617
"996",248.404309363617
"997",246.118242648391
"998",246.118242648391
"999",261.092609221056
"1000",275.00016742209
"1001",300.497077020743
"1002",286.661821466595
"1003",287.752208970624
"1004",309.09569506985
"1005",287.9984473041
"1006",293.429937364145
"1007",296.802378059843
"1008",298.94405922353
"1009",345.851920618163
"1010",340.596694883753
"1011",327.67751117548
"1012",341.416258423085
"1013",343.567186802186
"1014",314.62765205208
"1015",324.932619591965
"1016",357.651134060572
"1017",354.756976180064
"1018",360.011569856171
"1019",344.822856637042
"1020",336.925255709252
"1021",362.244670570653
"1022",322.534629909045
"1023",322.534629909045
"1024",322.534629909045
"1025",374.226861956702
"1026",345.68685870429
"1027",333.070774960919
"1028",333.070774960919
"1029",367.947885352195
"1030",331.266563623604
"1031",334.212111378511
"1032",339.409070523669
"1033",348.281989950457
"1034",402.032220445603
"1035",387.129353614954
"1036",391.636967480373
"1037",326.200533674458
"1038",359.803956455174
"1039",329.68359493925
"1040",341.256901636883
"1041",325.600862088285
"1042",326.260791557687
"1043",335.643081605609
"1044",342.720925010057
"1045",332.179403509345
"1046",332.179403509345
"1047",322.592894669495
"1048",322.592894669495
"1049",322.592894669495
"1050",325.06892512785
"1051",291.952325706607
"1052",252.320075114589
"1053",252.355225695742
"1054",268.256709601197
"1055",268.256709601197
"1056",269.035999704754
"1057",235.921816919997
"1058",241.500165078261
"1059",240.630009834225
"1060",252.083127242639
"1061",262.580895066264
"1062",254.179982810478
"1063",232.120078159231
"1064",229.656209778318
"1065",255.332880491716
"1066",237.67195230727
"1067",247.708864402489
"1068",231.552500583953
"1069",224.577836922495
"1070",224.577836922495
"1071",211.606002658062
