"","x"
"1",12797948.8932182
"2",16964602.1468175
"3",14200939.5144597
"4",11715771.555363
"5",22992221.7797639
"6",14532421.3466626
"7",19053053.5910334
"8",20419550.6418992
"9",24701178.2480029
"10",33087947.2147942
"11",27142741.3407828
"12",21395528.530585
"13",5379296.65544936
"14",11142419.9524379
"15",14223448.8687572
"16",41211480.5600668
"17",34546007.4863247
"18",18461836.1544561
"19",10106781.7720468
"20",31497455.0201443
"21",29823181.9875585
"22",24815607.6153892
"23",29680848.3179803
"24",31405937.6434028
"25",23506105.4176457
"26",17513400.497437
"27",13994047.0195052
"28",17903092.5079582
"29",17763281.6980037
"30",39017118.2126185
"31",51267312.5822356
"32",41452183.632607
"33",44950802.4939991
"34",29485466.6681485
"35",56605969.3925435
"36",47902478.1279011
"37",40631388.6562386
"38",23363818.8763868
"39",36064261.6203552
"40",31918440.8425267
"41",40617539.9069494
"42",26088572.9365982
"43",36698322.3145897
"44",26762428.3250183
"45",14899102.4811844
"46",10798782.8370446
"47",25903396.5720044
"48",52865948.4970469
"49",42091526.0576698
"50",28987815.9549906
"51",27654032.4872953
"52",26620852.11957
"53",42110252.8027237
"54",31250033.4157768
"55",14029313.2583942
"56",15173456.2659076
"57",19526034.2420348
"58",27374451.3066625
"59",28890010.5980786
"60",40104424.3014157
"61",14296016.3503596
"62",14362288.7611372
"63",19466592.97538
"64",27657249.1426103
"65",37257458.4639179
"66",17302773.2881005
"67",22639085.1668965
"68",27411510.6100654
"69",47924511.3929043
"70",34328789.185091
"71",14333193.5928969
"72",20728574.0120006
"73",21639832.0651065
"74",26284452.3758304
"75",28342477.3557948
"76",31906159.332423
"77",20838757.6837175
"78",31072216.2292605
"79",29737297.2977694
"80",21175472.28865
"81",32339766.6867791
"82",36426779.3061986
"83",21462272.1195823
"84",16278226.503226
"85",12525562.3947958
"86",14562810.4101066
"87",13292979.7243314
"88",1233562.08049029
"89",3612258.2305643
"90",2213998.10511974
"91",3299643.92211412
"92",5412046.57721157
"93",7129400.78257603
"94",11642130.5385152
"95",2660804.43434363
"96",3065010.78398364
"97",6265536.34170344
"98",6876867.99048104
"99",3621500.6901886
"100",14804483.8166257
"101",9357288.37361913
"102",3336976.39362322
"103",5607691.29396819
"104",9118013.87436279
"105",11772532.6979229
"106",20638583.2601769
"107",15651479.3151333
"108",10092927.0379753
"109",5812029.06425102
"110",22285056.370475
"111",43911757.7316667
"112",30025214.7085085
"113",19551226.7138684
"114",27281900.9969941
"115",22534293.9081412
"116",7568572.95046642
"117",11058653.1829846
"118",11393743.9918486
"119",13829854.1900724
"120",8746445.56826593
"121",3398050.09726345
"122",5303729.31577745
"123",7910347.64033241
"124",21485007.6346201
"125",11403115.0563527
"126",21768735.8631171
"127",14111827.3433565
"128",18366444.6958362
"129",26773212.0192477
"130",43445238.7162036
"131",30689846.7410924
"132",15570965.5694442
"133",14875551.336886
"134",16426727.6587221
"135",10053417.4318212
"136",14129167.9969282
"137",22889276.3787155
"138",28145048.886968
"139",20582557.4717309
"140",24876050.1869654
"141",23853042.8760469
"142",12938142.5258331
"143",14268414.0483099
"144",19791211.3580468
"145",16085683.0150495
"146",28028676.6408084
"147",24301622.0708502
"148",19641302.5833912
"149",24313304.8945136
"150",19789688.0908353
"151",10561652.2296368
"152",13305647.0009468
"153",10189262.6510212
"154",4199678.68719419
"155",9591184.27177672
"156",17140164.5043519
"157",27043354.9706389
"158",24940909.0868187
"159",37477333.4569251
"160",19026013.4967706
