"","x"
"1",43932.1632653061
"2",43932.1632653061
"3",37691.0204081633
"4",39338.6982248521
"5",39629.8844444444
"6",37887.85546875
"7",37887.85546875
"8",40186.7644444444
"9",42562.0255102041
"10",42562.0255102041
"11",38270.68359375
"12",25049.0044444444
"13",38413.8823529412
"14",38413.8823529412
"15",38413.8823529412
"16",38413.8823529412
"17",42820.1882716049
"18",29676.21484375
"19",28357.23183391
"20",30038.8512110727
"21",30056.8919753086
"22",31371.7345679012
"23",31703.972299169
"24",35345.7109375
"25",33416.2214532872
"26",35277.6171875
"27",31600.3765432099
"28",27027.9653979239
"29",25674.65234375
"30",24858.1777777778
"31",27359.6055363322
"32",23963.76171875
"33",30689.34375
"34",22363.18359375
"35",23086.69921875
"36",26084.8235294118
"37",26084.8235294118
"38",20041.90234375
"39",19024.214532872
"40",20210.21875
"41",28449.9031141869
"42",30101.2387543253
"43",28518.0432098765
"44",29310.2906574394
"45",29310.2906574394
"46",27094.84375
"47",30284.306122449
"48",32205.6444444444
"49",30671.2179930796
"50",29262.7067901235
"51",29262.7067901235
"52",29542.0346020761
"53",28343.2295918367
"54",26547.3244444445
"55",25129.2421875
"56",24615.2249134948
"57",17037.59375
"58",17037.59375
"59",17037.59375
"60",15884.1183431953
"61",13392.5123966942
"62",13500.2708333333
"63",11763.2888888889
"64",12371.3017751479
"65",13068.4930555556
"66",12325.775147929
"67",10768.5798816568
"68",10958.8047337278
"69",10379.9897959184
"70",9731.33333333333
"71",9731.33333333333
"72",9731.33333333333
"73",13651.5546875
"74",13017.9387755102
"75",14260.46484375
"76",14052.6488888889
"77",13301.375
"78",13301.375
"79",13301.375
"80",13301.375
"81",13972.2076124567
"82",13135.10546875
"83",13135.10546875
"84",14818.9081632653
"85",13240.99609375
"86",13789.6444444444
"87",12406.955017301
"88",7725.55124653739
"89",16934.9342403628
"90",16934.9342403628
"91",19671.83984375
"92",21808.612244898
"93",36085.6711111111
"94",22183.8933333333
"95",26436.401384083
"96",26949.8672839506
"97",27327.1175
"98",25202.1265432099
"99",24410.8144044321
"100",24086.51171875
"101",24555.299382716
"102",24961.1882716049
"103",21879.7933884298
"104",18727.4975
"105",18727.4975
"106",14338.9085872576
"107",16634.1176470588
"108",16728.225308642
"109",15867.8775510204
"110",16864.44
"111",16203.0433884298
"112",10667.8780991736
"113",7482.53719008264
"114",8036.8375
"115",7204.15873015873
"116",7141.45
"117",7054.33106575964
"118",6608.91493055556
"119",11846.4763705104
"120",12369.041322314
"121",12612.9958677686
"122",8662.45804988663
"123",37599.8884297521
"124",37753.5888429752
"125",62515.0566893424
"126",85260.4648760331
"127",89173.53
"128",93202.3324099723
"129",96520.6893424036
"130",88840.7032136106
"131",95446.8752834467
"132",98342.7975
"133",96084.655
"134",113868.086419753
"135",96000.1730103806
"136",95701.2355555556
"137",105946.969529086
"138",119672.49
"139",122328.570637119
"140",132322.1675
"141",134930.965986395
"142",138489.0430839
"143",143641.209829868
"144",147134.776859504
"145",140970.594104308
"146",149924.8875
"147",141531.675
"148",138557.2775
"149",159723.010380623
"150",153977.274691358
"151",157763.283950617
"152",155040.060941828
"153",160931.673130194
"154",157074.249134948
"155",161664.80859375
"156",160890.629757785
"157",139990.712018141
"158",136217.489669421
"159",136217.489669421
"160",138483.664399093
"161",124926.770083103
"162",132805.24099723
"163",109744.382716049
"164",115670.802768166
"165",112670.765432099
"166",86622.3667820069
"167",88615.1265432099
"168",89677.7191358025
"169",92881.6728395062
"170",111599.422839506
"171",121331.109375
"172",133713.715976331
"173",123978.124444444
"174",132606.168367347
"175",136362.449704142
"176",132667.940828402
"177",119319.132653061
"178",90985.8222222222
"179",90985.8222222222
"180",100302.437869822
"181",133155.591836735
"182",133283.041420118
"183",114144.115702479
"184",147453.798611111
"185",137258.16796875
"186",121323.255
"187",121148.169421488
"188",123548.302457467
"189",114615.482638889
"190",117148.1664
"191",118603.588842975
"192",113584.4375
"193",111024.6375
"194",123502.975069252
"195",123263.0775
"196",117274.01814059
"197",107656.3984375
"198",103561.386666667
"199",103520.991735537
"200",108163.252066116
"201",113184.12244898
"202",118858.8475
"203",119937.8875
"204",126658.3875
"205",126685.868480726
"206",126239.72107438
"207",125251.424036281
"208",123631.972299169
"209",121954.333333333
"210",105582.453514739
"211",98302.5124716553
"212",110434.555765595
"213",104370.975425331
"214",104283.266540643
"215",104352.208677686
"216",103907.818594104
"217",105027.115311909
"218",112077.575
"219",110389.392290249
"220",110873.3975
"221",112751.956790123
"222",106641.71484375
"223",101004.200692042
"224",106890.3984375
"225",97284.4444444445
"226",83674.6358024691
"227",83822.4845679012
"228",75728.4775086505
"229",79065.107266436
"230",100081.88671875
"231",96548.046875
"232",95122.7530864197
"233",95122.7530864197
"234",90836.1939058172
"235",89798.2839506172
"236",92287.4975
"237",82040.7534626039
"238",86276.8698060942
"239",98180.3827160494
"240",86340.5339506173
"241",75692.0997229917
"242",76882.2675
"243",71908.566893424
"244",70921.1745152355
"245",71873.7324263038
"246",77120.2714681441
"247",74193.435
"248",66169.6820987654
"249",70677.8005540166
"250",65731.45
"251",68051.9833795014
"252",69857.4598765432
"253",75330.18359375
"254",63282.69921875
"255",66097.5586419753
"256",67079.79
"257",61663.2188365651
"258",59468.1728395062
"259",59468.1728395062
"260",56560.1575
"261",55482.7839506173
"262",60789.2387543253
"263",63769.4722222222
"264",75798.0775623269
"265",75798.0775623269
"266",75355.0875
"267",75980.7811634349
"268",80257.6786703601
"269",79423.609375
"270",91773.5875
"271",100694.117647059
"272",91251.9612188366
"273",90776.0275
"274",85749.9335180055
"275",60580.5951557094
"276",64857.7728531856
"277",67930.0941828255
"278",63892.5540166205
"279",63873.5375
"280",63873.5375
"281",59294.8979591837
"282",66065.8524305555
"283",66065.8524305555
"284",63940.4710743802
"285",73787.0185950413
"286",70325.6748582231
"287",76639.84
"288",80266.921875
"289",80266.921875
"290",70534.0510204082
"291",69984.7806122449
"292",79399.6171875
"293",75247.660899654
"294",69489.45
"295",70075.7575
"296",67998.675
"297",67998.675
"298",67627.77
"299",66907.9058171745
"300",65114.01171875
"301",64695.6711111111
"302",55054.1882716049
"303",45320.5318559557
"304",45540.03
"305",45063.2375
"306",46978.0061728395
"307",46978.0061728395
"308",46402.0166204986
"309",43149.7067901235
"310",52149.1175
"311",53328.9660493827
"312",54757.3425605536
"313",54757.3425605536
"314",54514.2469135803
"315",53549.9113573407
"316",57103.975308642
"317",55004.9175
"318",52107.8533057851
"319",54648.0679012346
"320",52801.2375
"321",39900.95
"322",49208.6053719008
"323",49208.6053719008
"324",48709.1404958678
"325",49151.2154195011
"326",56158.117768595
"327",56480.194214876
"328",58019.2875
"329",62032.37
"330",40667.0034602076
"331",38917.4903047092
"332",56059.2335600907
"333",56059.2335600907
"334",55675.5328798186
"335",55675.5328798186
"336",55580.2358276644
"337",48187.47
"338",47305.89569161
"339",48663.575
"340",42783.3407202216
"341",42439.2132963989
"342",43971.2
"343",43167.514739229
"344",44336.5706371191
"345",43435.1301939058
"346",45397.5709876543
"347",42770.0524691358
"348",51009.1191135734
"349",53593.8961937716
"350",54170.274691358
"351",54170.274691358
"352",53652.8827160494
"353",51003.01
"354",50861.382231405
"355",50381.7504725898
"356",49254.2829861111
"357",50266.2079395085
"358",50266.2079395085
"359",48278.1859410431
"360",57184.5392561984
"361",65879.1033057851
"362",66880.117768595
"363",64419.1266540643
"364",75305.7
"365",65910.9806094183
"366",74886.9307479225
"367",79769.9229024943
"368",78167.944214876
"369",78401.1425619835
